Ord_id,Order_ID,Order_Date,Order_Priority
Ord_2742,40224,2009-06-30,LOW
Ord_2743,40422,2011-07-18,CRITICAL
Ord_2744,40802,2012-09-03,HIGH
Ord_2745,40839,2012-03-31,MEDIUM
Ord_2746,40997,2009-04-21,LOW
Ord_2747,41185,2009-12-06,CRITICAL
Ord_2748,41253,2009-05-07,MEDIUM
Ord_2749,41378,2012-10-29,NOT SPECIFIED
Ord_2750,41474,2009-04-20,NOT SPECIFIED
Ord_2751,41508,2010-09-24,HIGH
Ord_2752,41571,2011-06-06,LOW
Ord_2753,41728,2009-09-30,HIGH
Ord_2754,41764,2009-10-05,NOT SPECIFIED
Ord_2755,42082,2011-12-18,CRITICAL
Ord_2756,42279,2009-06-30,NOT SPECIFIED
Ord_2757,42308,2009-06-12,MEDIUM
Ord_2758,42375,2010-10-01,HIGH
Ord_2759,42851,2009-06-01,HIGH
Ord_2760,43585,2010-11-10,CRITICAL
Ord_2761,43590,2009-09-10,CRITICAL
Ord_2762,43874,2012-06-10,HIGH
Ord_2763,45542,2010-02-07,HIGH
Ord_2764,45698,2012-04-23,HIGH
Ord_2765,45987,2009-03-12,NOT SPECIFIED
Ord_2766,46052,2009-11-23,MEDIUM
Ord_2767,46374,2010-07-07,HIGH
Ord_2768,46402,2011-01-08,MEDIUM
Ord_2769,46404,2012-03-04,CRITICAL
Ord_2770,46468,2011-01-11,CRITICAL
Ord_2771,46497,2012-06-19,HIGH
Ord_2772,47303,2011-12-05,MEDIUM
Ord_2773,47492,2011-07-23,HIGH
Ord_2774,47682,2012-11-16,NOT SPECIFIED
Ord_2775,48483,2009-12-10,CRITICAL
Ord_2776,48961,2009-07-21,NOT SPECIFIED
Ord_2777,49350,2012-08-22,HIGH
Ord_2778,49505,2009-01-21,CRITICAL
Ord_2779,49797,2011-03-08,NOT SPECIFIED
Ord_2780,50017,2012-11-20,LOW
Ord_2781,50083,2011-04-08,NOT SPECIFIED
Ord_2782,50307,2010-10-15,LOW
Ord_2783,50663,2010-11-09,CRITICAL
Ord_2784,50917,2009-07-21,LOW
Ord_2785,50981,2009-08-04,CRITICAL
Ord_2786,51140,2012-09-14,LOW
Ord_2787,51205,2012-12-10,HIGH
Ord_2788,51237,2012-03-10,MEDIUM
Ord_2789,51619,2009-09-02,NOT SPECIFIED
Ord_2790,51713,2011-03-19,NOT SPECIFIED
Ord_2791,52007,2012-04-14,MEDIUM
Ord_2792,52164,2012-04-13,NOT SPECIFIED
Ord_2793,52512,2011-07-07,HIGH
Ord_2794,52611,2011-04-25,MEDIUM
Ord_2795,52805,2011-09-28,HIGH
Ord_2796,52833,2011-12-24,MEDIUM
Ord_2797,52930,2011-11-08,LOW
Ord_2798,53127,2011-05-11,HIGH
Ord_2799,53349,2010-04-10,LOW
Ord_2800,53476,2009-06-11,NOT SPECIFIED
Ord_2801,53671,2011-06-10,MEDIUM
Ord_2802,53766,2009-10-13,NOT SPECIFIED
Ord_2803,53795,2012-01-30,HIGH
Ord_2804,54209,2012-08-15,MEDIUM
Ord_2805,54369,2009-03-02,NOT SPECIFIED
Ord_2806,54850,2010-12-24,NOT SPECIFIED
Ord_2807,54950,2010-12-05,HIGH
Ord_2808,55172,2010-12-03,NOT SPECIFIED
Ord_2809,55235,2010-10-06,LOW
Ord_2810,55300,2009-02-20,HIGH
Ord_2811,55553,2009-07-17,MEDIUM
Ord_2812,55747,2012-12-02,HIGH
Ord_2813,55779,2012-03-10,CRITICAL
Ord_2814,56418,2012-04-12,CRITICAL
Ord_2815,56580,2011-08-14,NOT SPECIFIED
Ord_2816,56807,2009-04-21,HIGH
Ord_2817,56837,2010-12-14,LOW
Ord_2818,56995,2009-10-15,MEDIUM
Ord_2819,57091,2011-10-31,MEDIUM
Ord_2820,57155,2009-06-17,CRITICAL
Ord_2821,57185,2011-05-23,MEDIUM
Ord_2822,57409,2009-11-20,NOT SPECIFIED
Ord_2823,57542,2009-08-22,HIGH
Ord_2824,57639,2010-07-21,CRITICAL
Ord_2825,57856,2009-02-12,MEDIUM
Ord_2826,58435,2012-05-07,LOW
Ord_2827,59009,2011-11-18,CRITICAL
Ord_2828,59491,2012-03-24,HIGH
Ord_2829,59554,2011-11-15,CRITICAL
Ord_2830,59559,2010-09-17,CRITICAL
Ord_2831,59745,2009-04-19,NOT SPECIFIED
Ord_2832,59906,2010-05-20,HIGH
Ord_2833,454,2011-12-26,LOW
Ord_2834,549,2012-07-12,CRITICAL
Ord_2835,999,2010-09-04,LOW
Ord_2836,1286,2010-05-13,NOT SPECIFIED
Ord_2837,1831,2010-12-01,CRITICAL
Ord_2838,1892,2009-03-25,LOW
Ord_2839,1991,2012-09-06,NOT SPECIFIED
Ord_2840,4610,2010-06-17,LOW
Ord_2841,5697,2012-10-04,CRITICAL
Ord_2842,5986,2012-04-21,HIGH
Ord_2843,6053,2010-12-11,MEDIUM
Ord_2844,6432,2011-11-10,CRITICAL
Ord_2845,6502,2011-08-20,MEDIUM
Ord_2846,6656,2009-05-15,CRITICAL
Ord_2847,7072,2012-02-04,CRITICAL
Ord_2848,7429,2010-05-26,NOT SPECIFIED
Ord_2849,7910,2010-04-20,CRITICAL
Ord_2850,8035,2012-03-01,MEDIUM
Ord_2851,8961,2011-06-28,LOW
Ord_2852,9606,2009-07-27,NOT SPECIFIED
Ord_2853,9857,2010-05-11,HIGH
Ord_2854,11233,2011-08-30,NOT SPECIFIED
Ord_2855,11493,2011-10-20,CRITICAL
Ord_2856,11684,2012-07-27,HIGH
Ord_2857,11975,2011-04-13,CRITICAL
Ord_2858,13537,2010-05-30,LOW
Ord_2859,13670,2012-05-23,CRITICAL
Ord_2860,13764,2011-07-13,MEDIUM
Ord_2861,13953,2011-05-31,CRITICAL
Ord_2862,14119,2010-05-31,LOW
Ord_2863,14402,2010-10-14,MEDIUM
Ord_2864,14499,2010-11-14,LOW
Ord_2865,15079,2010-01-15,MEDIUM
Ord_2866,15236,2012-04-09,NOT SPECIFIED
Ord_2867,15397,2010-02-06,CRITICAL
Ord_2868,15719,2011-01-18,CRITICAL
Ord_2869,16450,2011-05-15,MEDIUM
Ord_2870,17186,2009-01-26,MEDIUM
Ord_2871,17379,2011-08-14,CRITICAL
Ord_2872,17573,2011-09-04,LOW
Ord_2873,18595,2009-01-31,CRITICAL
Ord_2874,19205,2010-07-26,MEDIUM
Ord_2875,19494,2010-01-12,HIGH
Ord_2876,19523,2011-11-30,HIGH
Ord_2877,20482,2011-07-18,MEDIUM
Ord_2878,21445,2009-11-17,LOW
Ord_2879,21573,2012-04-25,CRITICAL
Ord_2880,21795,2010-06-13,NOT SPECIFIED
Ord_2881,21859,2011-11-18,HIGH
Ord_2882,21989,2011-02-10,LOW
Ord_2883,22688,2012-04-17,MEDIUM
Ord_2884,22916,2012-02-02,MEDIUM
Ord_2885,22951,2012-05-03,MEDIUM
Ord_2886,23429,2009-03-19,CRITICAL
Ord_2887,23681,2012-05-19,HIGH
Ord_2888,24263,2012-09-15,LOW
Ord_2889,24455,2009-12-06,NOT SPECIFIED
Ord_2890,24707,2012-03-10,MEDIUM
Ord_2891,25091,2010-02-19,MEDIUM
Ord_2892,26305,2010-12-02,MEDIUM
Ord_2893,26982,2012-04-28,NOT SPECIFIED
Ord_2894,27106,2011-12-01,HIGH
Ord_2895,27527,2010-11-30,MEDIUM
Ord_2896,27746,2010-12-04,CRITICAL
Ord_2897,27974,2010-10-07,HIGH
Ord_2898,28774,2009-01-01,HIGH
Ord_2899,29607,2012-03-13,MEDIUM
Ord_2900,29730,2010-06-16,CRITICAL
Ord_2901,30144,2011-08-06,LOW
Ord_2902,31266,2012-10-03,HIGH
Ord_2903,31456,2012-11-15,HIGH
Ord_2904,31522,2010-05-25,MEDIUM
Ord_2905,33319,2009-03-27,NOT SPECIFIED
Ord_2906,33635,2009-07-12,HIGH
Ord_2907,33988,2009-01-10,MEDIUM
Ord_2908,34087,2009-07-24,LOW
Ord_2909,34691,2009-01-14,CRITICAL
Ord_2910,34785,2010-01-25,CRITICAL
Ord_2911,34883,2009-11-04,CRITICAL
Ord_2912,35077,2011-10-07,HIGH
Ord_2913,36132,2012-04-09,LOW
Ord_2914,36133,2011-08-20,MEDIUM
Ord_2915,37891,2011-10-20,HIGH
Ord_2916,38146,2011-12-07,LOW
Ord_2917,38756,2009-05-07,CRITICAL
Ord_2918,39268,2011-04-22,NOT SPECIFIED
Ord_2919,39488,2009-06-22,LOW
Ord_2920,39650,2010-07-30,NOT SPECIFIED
Ord_2921,39844,2009-12-01,NOT SPECIFIED
Ord_2922,41316,2009-07-21,NOT SPECIFIED
Ord_2923,41476,2010-05-31,HIGH
Ord_2924,41861,2010-11-26,LOW
Ord_2925,42274,2011-09-03,HIGH
Ord_2926,42882,2010-10-27,LOW
Ord_2927,43360,2009-10-13,LOW
Ord_2928,43713,2012-09-07,MEDIUM
Ord_2929,44322,2011-10-12,NOT SPECIFIED
Ord_2930,44579,2011-06-03,NOT SPECIFIED
Ord_2931,44737,2012-11-19,MEDIUM
Ord_2932,44738,2010-12-05,NOT SPECIFIED
Ord_2933,44768,2012-05-26,NOT SPECIFIED
Ord_2934,44867,2009-07-26,HIGH
Ord_2935,45029,2010-07-03,HIGH
Ord_2936,45543,2011-02-02,LOW
Ord_2937,45635,2012-04-07,LOW
Ord_2938,46436,2009-04-04,LOW
Ord_2939,46848,2009-11-10,MEDIUM
Ord_2940,47009,2009-06-04,CRITICAL
Ord_2941,47138,2009-01-09,LOW
Ord_2942,47236,2011-10-02,HIGH
Ord_2943,47686,2012-10-11,NOT SPECIFIED
Ord_2944,47971,2012-10-29,HIGH
Ord_2945,48261,2011-03-18,MEDIUM
Ord_2946,48773,2009-01-15,MEDIUM
Ord_2947,48902,2012-10-23,MEDIUM
Ord_2948,49221,2010-07-03,NOT SPECIFIED
Ord_2949,49255,2012-06-22,HIGH
Ord_2950,49575,2010-12-16,HIGH
Ord_2951,50144,2012-06-07,CRITICAL
Ord_2952,50181,2012-05-30,HIGH
Ord_2953,52324,2012-06-29,NOT SPECIFIED
Ord_2954,53441,2009-08-24,MEDIUM
Ord_2955,53445,2012-10-24,HIGH
Ord_2956,54055,2009-02-13,CRITICAL
Ord_2957,54151,2009-09-02,CRITICAL
Ord_2958,54181,2012-05-18,HIGH
Ord_2959,54243,2009-09-16,LOW
Ord_2960,54407,2010-06-16,MEDIUM
Ord_2961,55394,2010-02-26,CRITICAL
Ord_2962,56003,2010-04-06,CRITICAL
Ord_2963,56128,2010-07-30,MEDIUM
Ord_2964,56384,2012-07-31,CRITICAL
Ord_2965,56646,2010-05-19,CRITICAL
Ord_2966,56967,2012-03-02,LOW
Ord_2967,57479,2011-03-15,HIGH
Ord_2968,57699,2012-11-10,LOW
Ord_2969,58690,2011-11-05,HIGH
Ord_2970,58784,2009-01-18,MEDIUM
Ord_2971,59428,2010-09-09,HIGH
Ord_2972,1921,2009-01-17,MEDIUM
Ord_2973,2978,2011-05-02,CRITICAL
Ord_2974,7521,2011-02-27,LOW
Ord_2975,13351,2010-05-06,MEDIUM
Ord_2976,15687,2012-04-09,CRITICAL
Ord_2977,23169,2011-06-23,CRITICAL
Ord_2978,37863,2011-02-24,HIGH
Ord_2979,40866,2010-05-23,HIGH
Ord_2980,49989,2010-04-26,NOT SPECIFIED
Ord_2981,54595,2009-04-28,MEDIUM
Ord_2982,57249,2010-07-20,HIGH
Ord_2983,5639,2009-06-01,MEDIUM
Ord_2984,12320,2011-12-20,CRITICAL
Ord_2985,12326,2011-02-02,CRITICAL
Ord_2986,13056,2009-04-22,NOT SPECIFIED
Ord_2987,13125,2010-12-13,NOT SPECIFIED
Ord_2988,23616,2012-08-28,NOT SPECIFIED
Ord_2989,25157,2010-05-25,NOT SPECIFIED
Ord_2990,25313,2012-08-21,CRITICAL
Ord_2991,25536,2011-07-22,LOW
Ord_2992,28999,2009-01-10,HIGH
Ord_2993,30599,2012-02-10,NOT SPECIFIED
Ord_2994,31232,2012-08-29,HIGH
Ord_2995,31239,2010-08-28,LOW
Ord_2996,33090,2009-08-05,MEDIUM
Ord_2997,33987,2011-10-25,HIGH
Ord_2998,38337,2010-10-31,MEDIUM
Ord_2999,38369,2010-01-12,NOT SPECIFIED
Ord_3000,40103,2010-09-24,NOT SPECIFIED
Ord_3001,40131,2012-05-02,LOW
Ord_3002,41504,2012-10-28,CRITICAL
Ord_3003,43751,2012-06-27,HIGH
Ord_3004,44448,2009-04-13,CRITICAL
Ord_3005,46534,2012-10-03,HIGH
Ord_3006,47459,2011-08-17,NOT SPECIFIED
Ord_3007,49190,2012-12-11,HIGH
Ord_3008,55431,2012-06-08,NOT SPECIFIED
Ord_3009,55713,2009-02-02,HIGH
Ord_3010,59552,2010-01-13,NOT SPECIFIED
Ord_3011,2272,2010-04-12,HIGH
Ord_3012,6498,2009-03-17,MEDIUM
Ord_3013,16260,2011-11-13,HIGH
Ord_3014,16359,2012-05-14,CRITICAL
Ord_3015,21922,2009-11-11,HIGH
Ord_3016,23558,2011-08-09,LOW
Ord_3017,27205,2010-05-21,NOT SPECIFIED
Ord_3018,27461,2010-02-26,CRITICAL
Ord_3019,29957,2010-03-13,CRITICAL
Ord_3020,30593,2011-07-25,CRITICAL
Ord_3021,37924,2009-11-29,HIGH
Ord_3022,38400,2009-12-14,NOT SPECIFIED
Ord_3023,38498,2012-04-27,CRITICAL
Ord_3024,39492,2011-04-17,NOT SPECIFIED
Ord_3025,39686,2012-06-08,NOT SPECIFIED
Ord_3026,42693,2009-04-04,HIGH
Ord_3027,42850,2011-06-21,MEDIUM
Ord_3028,46212,2012-09-12,NOT SPECIFIED
Ord_3029,49313,2009-10-04,MEDIUM
Ord_3030,49477,2011-11-29,MEDIUM
Ord_3031,49889,2012-12-12,CRITICAL
Ord_3032,52416,2009-01-31,NOT SPECIFIED
Ord_3033,55140,2010-07-04,CRITICAL
Ord_3034,56550,2011-04-08,NOT SPECIFIED
Ord_3035,57447,2011-07-04,NOT SPECIFIED
Ord_3036,1185,2012-08-23,LOW
Ord_3037,2149,2010-03-12,LOW
Ord_3038,2466,2009-03-05,CRITICAL
Ord_3039,3493,2010-08-23,HIGH
Ord_3040,3588,2011-03-18,NOT SPECIFIED
Ord_3041,5957,2010-12-26,HIGH
Ord_3042,6183,2012-06-15,MEDIUM
Ord_3043,6402,2011-04-23,LOW
Ord_3044,6720,2010-09-09,NOT SPECIFIED
Ord_3045,6785,2012-05-06,MEDIUM
Ord_3046,8295,2009-04-01,HIGH
Ord_3047,8704,2011-06-30,MEDIUM
Ord_3048,8933,2010-10-07,HIGH
Ord_3049,9222,2009-02-10,HIGH
Ord_3050,10243,2011-12-24,HIGH
Ord_3051,10502,2010-05-14,NOT SPECIFIED
Ord_3052,10886,2009-08-23,CRITICAL
Ord_3053,11047,2010-12-10,LOW
Ord_3054,12803,2010-02-25,NOT SPECIFIED
Ord_3055,13767,2010-08-26,HIGH
Ord_3056,14117,2010-08-25,NOT SPECIFIED
Ord_3057,14976,2011-07-22,HIGH
Ord_3058,14980,2012-07-14,CRITICAL
Ord_3059,16134,2012-11-19,HIGH
Ord_3060,16258,2011-07-06,MEDIUM
Ord_3061,16289,2010-07-17,HIGH
Ord_3062,16993,2011-11-16,MEDIUM
Ord_3063,18945,2009-01-17,MEDIUM
Ord_3064,19975,2009-04-10,NOT SPECIFIED
Ord_3065,20036,2010-12-05,NOT SPECIFIED
Ord_3066,20964,2012-03-30,CRITICAL
Ord_3067,21121,2009-09-16,NOT SPECIFIED
Ord_3068,21314,2009-11-02,LOW
Ord_3069,21702,2010-12-17,NOT SPECIFIED
Ord_3070,21925,2012-07-12,NOT SPECIFIED
Ord_3071,22432,2012-11-28,NOT SPECIFIED
Ord_3072,22819,2012-11-10,HIGH
Ord_3073,22917,2009-03-01,MEDIUM
Ord_3074,23107,2011-06-11,MEDIUM
Ord_3075,23556,2011-01-09,MEDIUM
Ord_3076,23777,2012-11-26,NOT SPECIFIED
Ord_3077,24098,2012-04-17,CRITICAL
Ord_3078,24227,2010-08-16,MEDIUM
Ord_3079,24614,2009-11-21,LOW
Ord_3080,25637,2012-02-25,NOT SPECIFIED
Ord_3081,26695,2010-06-06,NOT SPECIFIED
Ord_3082,27078,2012-08-12,NOT SPECIFIED
Ord_3083,29376,2012-08-11,CRITICAL
Ord_3084,29766,2009-03-21,MEDIUM
Ord_3085,30278,2009-09-30,LOW
Ord_3086,30626,2011-04-25,CRITICAL
Ord_3087,30851,2010-09-21,LOW
Ord_3088,31718,2010-11-27,LOW
Ord_3089,32070,2009-07-17,MEDIUM
Ord_3090,34661,2010-01-20,CRITICAL
Ord_3091,34754,2012-06-04,CRITICAL
Ord_3092,35392,2012-02-23,HIGH
Ord_3093,36103,2012-04-29,CRITICAL
Ord_3094,37157,2010-02-20,HIGH
Ord_3095,38176,2010-08-15,HIGH
Ord_3096,38531,2011-12-05,LOW
Ord_3097,40354,2009-01-03,HIGH
Ord_3098,40832,2010-03-29,HIGH
Ord_3099,41632,2010-12-01,LOW
Ord_3100,42373,2011-08-17,NOT SPECIFIED
Ord_3101,44423,2012-07-29,CRITICAL
Ord_3102,45863,2010-09-19,LOW
Ord_3103,47078,2010-04-19,MEDIUM
Ord_3104,47747,2011-11-21,HIGH
Ord_3105,47810,2011-08-14,CRITICAL
Ord_3106,48896,2009-10-28,CRITICAL
Ord_3107,49830,2009-07-09,CRITICAL
Ord_3108,52389,2011-10-21,CRITICAL
Ord_3109,52576,2009-03-28,LOW
Ord_3110,53605,2010-08-03,MEDIUM
Ord_3111,55460,2012-05-26,HIGH
Ord_3112,55877,2010-02-02,NOT SPECIFIED
Ord_3113,56647,2011-08-03,MEDIUM
Ord_3114,57475,2010-10-04,LOW
Ord_3115,57537,2012-09-18,MEDIUM
Ord_3116,57698,2012-01-06,CRITICAL
Ord_3117,58241,2010-09-07,CRITICAL
Ord_3118,96,2009-04-16,HIGH
Ord_3119,610,2011-08-01,CRITICAL
Ord_3120,612,2012-10-20,MEDIUM
Ord_3121,1440,2011-08-09,LOW
Ord_3122,3749,2011-02-23,MEDIUM
Ord_3123,4070,2011-06-11,HIGH
Ord_3124,4774,2010-04-19,MEDIUM
Ord_3125,6947,2011-07-19,CRITICAL
Ord_3126,6979,2009-02-27,CRITICAL
Ord_3127,7107,2012-01-04,NOT SPECIFIED
Ord_3128,8288,2011-05-09,CRITICAL
Ord_3129,8678,2012-09-30,LOW
Ord_3130,10659,2009-05-14,CRITICAL
Ord_3131,10695,2011-05-02,HIGH
Ord_3132,11719,2011-02-05,NOT SPECIFIED
Ord_3133,11908,2010-05-25,NOT SPECIFIED
Ord_3134,13765,2009-04-05,NOT SPECIFIED
Ord_3135,14055,2009-09-01,HIGH
Ord_3136,14342,2009-04-27,LOW
Ord_3137,14756,2009-08-31,LOW
Ord_3138,14785,2009-10-09,HIGH
Ord_3139,14855,2010-04-30,NOT SPECIFIED
Ord_3140,15045,2010-08-20,NOT SPECIFIED
Ord_3141,19621,2011-09-07,CRITICAL
Ord_3142,20773,2009-03-05,NOT SPECIFIED
Ord_3143,20967,2011-03-15,HIGH
Ord_3144,21478,2012-03-02,LOW
Ord_3145,21633,2009-03-27,MEDIUM
Ord_3146,21696,2010-10-21,MEDIUM
Ord_3147,22851,2009-03-01,CRITICAL
Ord_3148,23557,2011-05-31,NOT SPECIFIED
Ord_3149,24577,2010-03-01,MEDIUM
Ord_3150,24961,2010-01-26,LOW
Ord_3151,24966,2011-12-17,MEDIUM
Ord_3152,27363,2011-10-18,MEDIUM
Ord_3153,29028,2011-02-05,CRITICAL
Ord_3154,29156,2010-02-24,LOW
Ord_3155,29282,2012-11-28,MEDIUM
Ord_3156,30053,2009-02-01,CRITICAL
Ord_3157,30081,2011-12-17,HIGH
Ord_3158,30214,2009-10-04,LOW
Ord_3159,30497,2011-02-06,CRITICAL
Ord_3160,30917,2010-11-01,LOW
Ord_3161,31681,2012-11-07,NOT SPECIFIED
Ord_3162,31777,2011-10-19,NOT SPECIFIED
Ord_3163,32710,2009-11-16,HIGH
Ord_3164,33060,2010-02-19,HIGH
Ord_3165,33254,2011-11-03,NOT SPECIFIED
Ord_3166,33605,2012-04-03,CRITICAL
Ord_3167,34180,2011-09-03,HIGH
Ord_3168,35137,2010-07-17,HIGH
Ord_3169,36838,2009-04-08,LOW
Ord_3170,37252,2011-11-19,LOW
Ord_3171,38979,2010-02-26,LOW
Ord_3172,39619,2012-01-04,LOW
Ord_3173,40101,2009-01-31,LOW
Ord_3174,41542,2009-09-26,HIGH
Ord_3175,42565,2010-09-22,LOW
Ord_3176,42823,2010-06-25,MEDIUM
Ord_3177,43398,2011-04-24,NOT SPECIFIED
Ord_3178,44002,2009-02-07,MEDIUM
Ord_3179,44359,2010-11-29,HIGH
Ord_3180,44871,2011-05-03,CRITICAL
Ord_3181,46055,2012-06-02,MEDIUM
Ord_3182,46624,2010-04-26,NOT SPECIFIED
Ord_3183,47079,2011-12-16,CRITICAL
Ord_3184,47494,2009-07-01,HIGH
Ord_3185,47622,2012-09-12,NOT SPECIFIED
Ord_3186,47938,2009-06-24,LOW
Ord_3187,48032,2010-08-26,HIGH
Ord_3188,49062,2012-04-11,LOW
Ord_3189,49541,2009-01-16,MEDIUM
Ord_3190,49799,2009-08-24,HIGH
Ord_3191,49828,2011-08-30,MEDIUM
Ord_3192,50054,2010-09-06,NOT SPECIFIED
Ord_3193,50370,2012-11-06,CRITICAL
Ord_3194,51009,2011-11-05,NOT SPECIFIED
Ord_3195,55200,2010-08-28,MEDIUM
Ord_3196,55808,2011-02-14,NOT SPECIFIED
Ord_3197,55937,2009-01-26,MEDIUM
Ord_3198,56161,2012-04-14,HIGH
Ord_3199,57477,2010-09-26,HIGH
Ord_3200,59044,2011-07-20,CRITICAL
Ord_3201,59204,2012-02-29,MEDIUM
Ord_3202,59969,2012-01-11,HIGH
Ord_3203,166,2011-09-11,HIGH
Ord_3204,197,2011-04-06,HIGH
Ord_3205,231,2009-09-28,HIGH
Ord_3206,487,2012-08-17,CRITICAL
Ord_3207,710,2010-01-01,LOW
Ord_3208,801,2012-02-17,CRITICAL
Ord_3209,870,2010-06-19,NOT SPECIFIED
Ord_3210,1253,2010-01-25,CRITICAL
Ord_3211,1542,2010-09-14,MEDIUM
Ord_3212,2497,2012-08-26,CRITICAL
Ord_3213,2630,2012-10-23,LOW
Ord_3214,2657,2011-10-16,HIGH
Ord_3215,2688,2012-01-23,HIGH
Ord_3216,2816,2009-09-19,HIGH
Ord_3217,2818,2009-12-11,MEDIUM
Ord_3218,3040,2010-04-11,MEDIUM
Ord_3219,3108,2010-08-04,CRITICAL
Ord_3220,3459,2009-07-27,NOT SPECIFIED
Ord_3221,3488,2011-01-07,MEDIUM
Ord_3222,3492,2009-11-23,LOW
Ord_3223,3553,2009-05-17,MEDIUM
Ord_3224,3622,2011-11-26,LOW
Ord_3225,3810,2012-09-16,CRITICAL
Ord_3226,4451,2009-09-30,CRITICAL
Ord_3227,4516,2009-03-28,MEDIUM
Ord_3228,4578,2012-09-12,LOW
Ord_3229,4611,2010-01-09,HIGH
Ord_3230,5281,2011-11-01,HIGH
Ord_3231,5635,2012-08-15,MEDIUM
Ord_3232,5696,2011-05-03,CRITICAL
Ord_3233,5921,2009-04-06,LOW
Ord_3234,6241,2009-12-29,LOW
Ord_3235,6406,2009-08-14,CRITICAL
Ord_3236,6625,2010-08-15,HIGH
Ord_3237,6854,2009-01-06,MEDIUM
Ord_3238,7335,2010-05-29,LOW
Ord_3239,7457,2010-09-30,NOT SPECIFIED
Ord_3240,7653,2012-02-27,MEDIUM
Ord_3241,7783,2012-01-12,MEDIUM
Ord_3242,7905,2009-06-03,LOW
Ord_3243,8064,2011-05-12,HIGH
Ord_3244,8130,2012-05-13,CRITICAL
Ord_3245,8294,2012-06-20,MEDIUM
Ord_3246,8384,2010-05-05,HIGH
Ord_3247,8580,2011-03-22,HIGH
Ord_3248,8646,2009-04-09,HIGH
Ord_3249,8993,2011-05-28,MEDIUM
Ord_3250,8996,2011-06-02,LOW
Ord_3251,8998,2010-01-03,LOW
Ord_3252,9124,2011-10-16,LOW
Ord_3253,9152,2010-08-20,NOT SPECIFIED
Ord_3254,9312,2012-05-18,NOT SPECIFIED
Ord_3255,9700,2011-08-08,CRITICAL
Ord_3256,9826,2012-03-22,MEDIUM
Ord_3257,9954,2009-06-19,NOT SPECIFIED
Ord_3258,10081,2010-08-07,NOT SPECIFIED
Ord_3259,10272,2009-01-17,MEDIUM
Ord_3260,10530,2009-01-27,MEDIUM
Ord_3261,11270,2011-06-30,HIGH
Ord_3262,11431,2012-08-01,HIGH
Ord_3263,11815,2011-09-12,LOW
Ord_3264,12097,2010-11-09,CRITICAL
Ord_3265,12196,2010-06-02,NOT SPECIFIED
Ord_3266,12451,2010-04-19,LOW
Ord_3267,12483,2010-08-04,CRITICAL
Ord_3268,12867,2011-03-11,NOT SPECIFIED
Ord_3269,12903,2009-09-25,CRITICAL
Ord_3270,13762,2010-06-21,MEDIUM
Ord_3271,14336,2009-11-18,HIGH
Ord_3272,14400,2009-02-04,MEDIUM
Ord_3273,14500,2011-06-24,NOT SPECIFIED
Ord_3274,14534,2010-07-18,MEDIUM
Ord_3275,14884,2011-09-27,HIGH
Ord_3276,15075,2009-10-04,MEDIUM
Ord_3277,15234,2010-03-12,NOT SPECIFIED
Ord_3278,15270,2009-01-31,NOT SPECIFIED
Ord_3279,15296,2012-08-07,NOT SPECIFIED
Ord_3280,15335,2010-09-17,MEDIUM
Ord_3281,15712,2012-12-04,HIGH
Ord_3282,15906,2010-09-27,LOW
Ord_3283,16005,2012-12-24,NOT SPECIFIED
Ord_3284,16225,2009-05-28,CRITICAL
Ord_3285,16262,2011-01-01,LOW
Ord_3286,16321,2009-10-01,NOT SPECIFIED
Ord_3287,16679,2009-11-08,LOW
Ord_3288,16775,2012-11-22,LOW
Ord_3289,16834,2010-10-23,LOW
Ord_3290,16837,2011-01-21,NOT SPECIFIED
Ord_3291,16866,2012-02-06,NOT SPECIFIED
Ord_3292,17058,2011-01-01,HIGH
Ord_3293,17508,2012-06-27,LOW
Ord_3294,18592,2012-09-30,CRITICAL
Ord_3295,18851,2012-12-16,CRITICAL
Ord_3296,18853,2010-01-17,CRITICAL
Ord_3297,18884,2011-06-24,NOT SPECIFIED
Ord_3298,19300,2009-12-16,CRITICAL
Ord_3299,19361,2012-09-23,LOW
Ord_3300,19557,2011-10-30,LOW
Ord_3301,19586,2012-11-01,NOT SPECIFIED
Ord_3302,19718,2012-06-24,LOW
Ord_3303,19744,2010-03-14,MEDIUM
Ord_3304,20069,2009-09-26,CRITICAL
Ord_3305,20103,2010-02-11,MEDIUM
Ord_3306,20135,2009-06-30,CRITICAL
Ord_3307,20166,2009-03-04,LOW
Ord_3308,20192,2010-10-06,LOW
Ord_3309,20229,2009-10-30,LOW
Ord_3310,20966,2010-09-18,LOW
Ord_3311,21063,2011-04-15,LOW
Ord_3312,21412,2011-07-13,NOT SPECIFIED
Ord_3313,21442,2009-12-25,LOW
Ord_3314,21444,2011-04-15,MEDIUM
Ord_3315,21861,2009-08-18,CRITICAL
Ord_3316,21956,2011-02-01,HIGH
Ord_3317,22051,2011-12-30,NOT SPECIFIED
Ord_3318,22085,2012-03-09,LOW
Ord_3319,22086,2011-12-15,MEDIUM
Ord_3320,22118,2009-01-18,HIGH
Ord_3321,22304,2011-11-25,LOW
Ord_3322,22919,2009-07-17,CRITICAL
Ord_3323,23041,2010-07-20,LOW
Ord_3324,23232,2010-04-16,HIGH
Ord_3325,23270,2011-03-13,LOW
Ord_3326,23618,2012-11-27,MEDIUM
Ord_3327,24033,2011-01-02,HIGH
Ord_3328,24066,2012-04-13,HIGH
